,symbol,category,product_summary,asset_class,risk_level,region,sector
217,EDV,Long Government,Seeks to track the performance of the Bloomberg U.S. Treasury STRIPS 20–30 Year Equal Par Bond Index.Passively managed using index sampling.Broad exposure to the long-term Treasury STRIPS market.Provides current income with high credit quality.,Fixed Income,5,['North America'],
218,VFSTX,Short-Term Bond,"This fund is designed to give investors exposure to high- and medium-quality, investment-grade bonds with short-term maturities. The fund invests in corporate bonds, pooled consumer loans, and U.S. government bonds. Although short-term bond funds tended to have a higher yield than money market funds, the tradeoff has been that the share price fluctuates. Additionally, increases in interest rates can cause the prices of the bonds in the portfolio, and thus the fund’s share price, to decrease. Investors with a short-term savings goal who are willing to accept some price movement may wish to consider this fund.",Fixed Income,1,['North America'],
219,VLCIX,Long-Term Bond,"This low-cost index fund invests in U.S. dollar-denominated, investment-grade, fixed-rate, taxable securities issued by industrial, utility, and financial companies, with maturities greater than 10 years. Because long-term bonds tend to be very sensitive to interest-rate changes, one of the fund’s key risks is that increases in interest rates may reduce the price of the bonds in the portfolio, which would reduce the fund’s share price. Investors who are looking for a fund that seeks to provide interest income and are able to tolerate significant price fluctuations may wish to consider this fund.",Fixed Income,3,['North America'],
220,VGAVX,Emerging Markets Bond,"This fund is designed to provide exposure to the emerging markets portion of the international bond market. The fund seeks to track the performance of an index that provides exposure to government bonds in emerging economies. Like other bond funds, the fund is subject to interest rate risk; increases in interest rates may cause the price of the bonds in the portfolio to decrease, reducing the fund’s NAV. The fund is also subject to emerging markets risk—bonds of governments located in these countries tend to be more volatile and less liquid than those in developed countries—and other international risks, such as country/regional risk. Because the fund invests only in U.S. dollar-denominated bonds, it does not subject U.S.-based investors to currency risk. Long-term, risk-tolerant investors who want to diversify their bond portfolio may wish to consider this fund.",Fixed Income,3,"['Emerging Markets', 'Europe', 'Middle East', 'North America', 'Other']",
221,VNQ,Real Estate,"Invests in stocks issued by real estate investment trusts (REITs), companies that purchase office buildings, hotels, and other real property.Goal is to closely track the return of the MSCI US Investable Market Real Estate 25/50 Index.Offers high potential for investment income and some growth; share value rises and falls more sharply than that of funds holding bonds.Appropriate for helping diversify the risks of stocks and bonds in a portfolio.",Equity,4,['North America'],"['Data Center REITs', 'Diversified Real Estate Activities', 'Diversified REITs', 'Health Care REITs', 'Hotel & Resort REITs', 'Industrial REITs', 'Multi-Family Residential REITs', 'Office REITs', 'Other Specialized REITs', 'Real Estate Development', 'Real Estate Operating Companies', 'Real Estate Services', 'Retail REITs', 'Self-Storage REITs', 'Single-Family Residential REITs', 'Telecom Tower REITs', 'Timber REITs']"
222,VLTCX,Long-Term Bond,"This low-cost index fund invests in U.S. dollar-denominated, investment-grade, fixed-rate, taxable securities issued by industrial, utility, and financial companies, with maturities greater than 10 years. Because long-term bonds tend to be very sensitive to interest-rate changes, one of the fund’s key risks is that increases in interest rates may reduce the price of the bonds in the portfolio, which would reduce the fund’s share price. Investors who are looking for a fund that seeks to provide interest income and are able to tolerate significant price fluctuations may wish to consider this fund.",Fixed Income,3,['North America'],
223,VEUSX,Europe Stock,"This index fund provides investors low-cost exposure to the European stock markets. The fund holds more than 1,200 stocks across the European region, which makes up roughly half of the non-U.S. equity marketplace. In addition to stock market risk, the fund is also subject to currency risk and may have a higher degree of country risk than other international funds, since it invests solely in stocks of European countries. Long-term investors seeking exposure to European equities may wish to consider this fund as part of a diversified portfolio.",Equity,5,"['Europe', 'Other']",
224,VTSAX,Large Blend,"Created in 1992, Vanguard Total Stock Market Index Fund is designed to provide investors with exposure to the entire U.S. equity market, including small-, mid-, and large-cap growth and value stocks. The fund’s key attributes are its low costs, broad diversification, and the potential for tax efficiency. Investors looking for a low-cost way to gain broad exposure to the U.S. stock market who are willing to accept the volatility that comes with stock market investing may wish to consider this fund as either a core equity holding or your only domestic stock fund.",Equity,4,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
225,VNYTX,Muni New York Long,"The fund’s investment objective is to seek to provide current income that is exempt from both federal and New York personal income taxes. The fund is intended for New York residents only. It invests primarily in high-quality municipal bonds issued by New York state and local governments, as well as by regional government and public financing authorities. Under normal circumstances, at least 80% of the fund’s assets will be invested in securities whose income is exempt from federal and New York state taxes. Although the fund has no limitations on the maturities of individual securities, its dollar-weighted average maturity is expected to be between 10 and 25 years. The fund has an average duration of approximately 6-10 years, making its share price considerably more susceptible to changes in interest rates than shorter-term bond funds. Investors who are looking for a fund that may provide federal and New York state tax-exempt interest income and can tolerate interest rate risk may wish to consider this fund.",Fixed Income,3,['North America'],
226,VGSLX,Real Estate,"This fund invests in real estate investment trusts—companies that purchase office buildings, hotels, and other real estate property. REITs have often performed differently than stocks and bonds, so this fund may offer some diversification to a portfolio already made up of stocks and bonds. The fund may distribute dividend income higher than other funds, but it is not without risk. One of the fund’s primary risks is its narrow scope, since it invests solely within the real estate industry and may be more volatile than more broadly diversified stock funds.",Equity,4,['North America'],"['Data Center REITs', 'Diversified Real Estate Activities', 'Diversified REITs', 'Health Care REITs', 'Hotel & Resort REITs', 'Industrial REITs', 'Multi-Family Residential REITs', 'Office REITs', 'Other Specialized REITs', 'Real Estate Development', 'Real Estate Operating Companies', 'Real Estate Services', 'Retail REITs', 'Self-Storage REITs', 'Single-Family Residential REITs', 'Telecom Tower REITs', 'Timber REITs']"
227,VPKIX,Diversified Pacific/Asia Stock,"This index fund provides investors low-cost exposure to companies in developed countries of the Pacific region. The fund invests in about 2,150 stocks throughout the region, which makes up roughly a quarter of the non-U.S. equity marketplace. In addition to stock market risk, the fund is also subject to currency risk and may have a higher degree of country risk than other international funds, since it invests solely in stocks of countries located in the Pacific region, particularly Japan. Long-term investors seeking exposure to Pacific equities may wish to consider this fund as part of a diversified portfolio.",Equity,5,"['Emerging Markets', 'Pacific', 'Other']",
228,VFVA,Equity,"Note: The Value factor is measured by book value/price, forward earnings/price, operating cash flows/price (for non-financials only).",Equity,5,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications']"
229,BND,Intermediate-Term Bond,"The fund’s investment objective is to seek to track the performance of a broad, market-weighted bond index. The fund generally:",Fixed Income,2,['North America'],
230,VRGWX,Large Growth,"With respect to 75% of its total assets, the fund may not: (1) purchase more than 10% of the outstanding voting securities of any one issuer or (2) purchase securities of any issuer if, as a result, more than 5% of the fund’s total assets would be invested in that issuer’s securities; except as may be necessary to approximate the composition of its target index. This limitation does not apply to obligations of the U.S. government or its agencies or instrumentalities.",Equity,4,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
231,VWUAX,Large Growth,Vanguard’s oldest growth fund focuses on well-known blue-chip companies that tend to hold strong positions in their respective industries. The fund’s investment advisors believe these companies have the ability to deliver positive earnings growth and superior returns over the long term. The fund is typically invested in a portfolio of primarily large-capitalization stocks. Investors with a long-term investment horizon who want exposure to large growth companies may wish to consider this fund.,Equity,4,['North America'],"['Communication Services', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Information Technology', 'Materials', 'Real Estate']"
232,VFAIX,Financial,"This low-cost index fund offers exposure to the financial sector of the U.S. equity market, which includes stocks of banks, insurance companies, and other firms that provide financial services. The fund’s main risk is its narrow scope—it invests solely in financial stocks. An investor should expect high volatility from the fund, which should be considered only as a small portion of an already well-diversified portfolio.",Equity,5,['North America'],"['Asset Management & Custody Banks', 'Commercial & Residential Mortgage Financ', 'Consumer Finance', 'Diversified Banks', 'Diversified Financial Services', 'Financial Exchanges & Data', 'Insurance Brokers', 'Investment Banking & Brokerage', 'Life & Health Insurance', 'Mortgage REITs', 'Multi-line Insurance', 'Multi-Sector Holdings', 'Property & Casualty Insurance', 'Regional Banks', 'Reinsurance', 'Transaction & Payment Processing Service']"
233,VICBX,Intermediate-Term Bond,"This low-cost index fund invests in U.S. dollar-denominated, investment-grade, fixed-rate, taxable securities issued by industrial, utility, and financial companies, with maturities between 5 and 10 years. Risks of the fund include the fact that changes in interest rates, both up and down, can affect the fund by resulting in lower bond prices or an eventual decrease in income for the fund. Investors who are looking for a fund that seeks to provide interest income and are able to tolerate moderate price and income fluctuations may wish to consider this fund.",Fixed Income,2,['North America'],
234,VEXAX,Mid Blend,"This fund offers investors a low-cost way to gain broad exposure to U.S. mid- and small-capitalization stocks in one fund. The fund invests in about 3,000 stocks, which span many different industries and account for about one-fourth of the market-cap of the U.S. stock market. One of the fund’s risks is its full exposure to the mid- and small-cap markets, which tend to be more volatile than the large-cap market. The fund is considered a complement to Vanguard 500 Index Fund. Together they provide exposure to the entire U.S. equity market.",Equity,5,['North America'],"['Communication Services', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Information Technology', 'Materials', 'Real Estate', 'Utilities']"
235,VBR,Small Value,"Seeks to track the performance of the CRSP US Small Cap Value Index, which measures the investment return of small-capitalization value stocks.Provides a convenient way to match the performance of a diversified group of small value companies.Follows a passively managed, full-replication approach.",Equity,5,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
236,VPLS,Intermediate-Term Bond,"This actively managed fund seeks to provide broadly diversified exposure primarily to the U.S. investment-grade bond market, with selective exposure to below-investment-grade bonds and debt from other countries, including emerging markets. The low-cost fund invests in U.S. Treasury, mortgage-backed, and corporate securities, and emerging markets debt of varying yields, maturities, and credit qualities. Using a disciplined, risk-controlled approach, the fund seeks to outperform its benchmark through security selection, sector allocation, and duration decisions. Like other bond funds, the fund is subject to interest rate risk; increases in interest rates may cause the price of the bonds in the portfolio to decrease, reducing the fund’s net asset value. This fund is expected to have a moderate allocation to lower-credit-quality securities, so it is also subject to credit risk; negative perceptions about an issuer’s ability to make its interest or principal payments in a timely manner may cause the price of that bond to decrease. Since the fund invests in all major segments, maturities, and qualities of the fixed income market, investors willing to accept additional risk in their fixed income allocation may consider the fund as a core bond holding.",Fixed Income,2,['North America'],
237,VUIAX,Utilities,"This low-cost index fund offers exposure to the utilities sector of the U.S. equity market, which includes stocks of companies that distribute electricity, water, or gas, or that operate as independent power producers. The fund’s main risk is its narrow scope—it invests solely in utilities stocks. An investor should expect high volatility from the fund, which should be considered only as a small portion of an already well-diversified portfolio.",Equity,5,['North America'],"['Electric Utilities', 'Gas Utilities', 'Independent Power Producers & Energy Traders', 'Multi-Utilities', 'Renewable Electricity', 'Water Utilities']"
238,VESIX,Europe Stock,"This index fund provides investors low-cost exposure to the European stock markets. The fund holds more than 1,200 stocks across the European region, which makes up roughly half of the non-U.S. equity marketplace. In addition to stock market risk, the fund is also subject to currency risk and may have a higher degree of country risk than other international funds, since it invests solely in stocks of European countries. Long-term investors seeking exposure to European equities may wish to consider this fund as part of a diversified portfolio.",Equity,5,"['Europe', 'Other']",
239,VCPIX,Intermediate-Term Bond,"This actively managed fund seeks to provide broadly diversified exposure primarily to the U.S. investment-grade bond market, with selective exposure to below-investment-grade bonds and debt from other countries, including emerging markets. The low-cost fund invests in U.S. Treasury, mortgage-backed, and corporate securities, and emerging markets debt of varying yields, maturities, and credit qualities. Using a disciplined, risk-controlled approach, the fund seeks to outperform its benchmark through security selection, sector allocation, and duration decisions. Like other bond funds, the fund is subject to interest rate risk; increases in interest rates may cause the price of the bonds in the portfolio to decrease, reducing the fund’s net asset value. This fund is expected to have a moderate allocation to lower-credit-quality securities, so it is also subject to credit risk; negative perceptions about an issuer’s ability to make its interest or principal payments in a timely manner may cause the price of that bond to decrease. Since the fund invests in all major segments, maturities, and qualities of the fixed income market, investors willing to accept additional risk in their fixed income allocation may consider the fund as a core bond holding.",Fixed Income,2,['North America'],
240,VGCIX,World Bond,"This fund seeks to provide a moderate and sustainable level of current income by investing in a diversified portfolio of global credit bonds. The fund is actively managed and invests primarily in investment-grade corporate and non-corporate obligations, excluding government-guaranteed issues. The portfolio invests in U.S. and non-U.S. securities including developed and emerging markets. The majority of non-U.S. exposure will be hedged to the U.S. dollar. This hedging enables investors to pursue a globally-diversified credit premium without adding currency risk. Like other bond funds, the fund is subject to interest rate risk; increases in interest rates may lead the price of the bonds in the portfolio to decrease, reducing the fund’s NAV. The fund is also subject to emerging markets risk—bonds in these countries tend to be more volatile and less liquid than those in developed countries—and other international risks, such as country/regional risk. Long-term, risk-tolerant investors who want to diversify their bond portfolio may wish to consider this fund.",Fixed Income,2,"['Emerging Markets', 'Europe', 'Pacific', 'Middle East', 'North America', 'Other']",
241,VGHAX,Health,"For more than 25 years, this actively managed fund has offered investors low-cost exposure to domestic and foreign companies involved in various aspects of the health care industry, such as pharmaceutical firms, medical supply companies, and research firms. The fund tends to be more geographically diverse and exhibit lower turnover than other health care funds. Still, one risk to note is the fund’s narrow scope, investing solely within the health care sector. Returns may vary widely from year to year, so this fund should be considered complementary to a diversified portfolio with a long-term time horizon.",Equity,5,['North America'],"['Biotechnology', 'Health Care Equipment', 'Health Care Facilities', 'Health Care Services', 'Health Care Supplies', 'Health Care Technology', 'Life Sciences Tools & Services', 'Managed Health Care', 'Pharmaceuticals']"
242,VBK,Small Growth,"Seeks to track the performance of the CRSP US Small Cap Growth Index, which measures the investment return of small-capitalization growth stocks.Provides a convenient way to match the performance of a diversified group of small growth companies.Follows a passively managed, full-replication approach.",Equity,5,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
243,VGHCX,Health,"For more than 25 years, this actively managed fund has offered investors low-cost exposure to domestic and foreign companies involved in various aspects of the health care industry, such as pharmaceutical firms, medical supply companies, and research firms. The fund tends to be more geographically diverse and exhibit lower turnover than other health care funds. Still, one risk to note is the fund’s narrow scope, investing solely within the health care sector. Returns may vary widely from year to year, so this fund should be considered complementary to a diversified portfolio with a long-term time horizon.",Equity,5,['North America'],"['Biotechnology', 'Health Care Equipment', 'Health Care Facilities', 'Health Care Services', 'Health Care Supplies', 'Health Care Technology', 'Life Sciences Tools & Services', 'Managed Health Care', 'Pharmaceuticals']"
244,VFIUX,Intermediate Government,"This fund at a minimum invests 80% of the assets in debt issued directly by the government in the form of Treasury bills, notes or bonds (including inflation-protected securities) and may invest in other securities including, but not limited to debt issued by federal agencies that are sponsored, guaranteed, or owned by the federal government. A key risk of the fund is the fact that changes in interest rates, both up and down, can affect the fund by resulting in lower bond prices or an eventual decrease in income for the fund. Investors who are looking for a fund that seeks to provide interest income and are able to tolerate moderate price and income fluctuations may wish to consider this fund.",Fixed Income,2,['North America'],
245,VLGIX,Long Government,"This fund employs an indexing investment approach designed to track the performance of the Bloomberg U.S. Long Treasury Bond Index. This Index includes fixed income securities issued by the U.S. Treasury (not including inflation protected bonds), with maturities greater than 10 years. Because long-term bonds tend to be very sensitive to interest-rate changes, one of the fund’s key risks is that increases in interest rates may reduce the price of the bonds in the portfolio, which would reduce the fund’s share price. Investors who are looking for a fund that seeks to provide interest income and are able to tolerate significant interest rate risk may wish to consider this fund.",Fixed Income,3,['North America'],
246,VEU,Foreign Large Blend,"Seeks to track the performance of the FTSE All-World ex US Index.Provides a convenient way to get broad exposure across developed and emerging non-U.S. equity markets around the world.Passively managed, using index sampling.",Equity,5,"['Emerging Markets', 'Europe', 'Pacific', 'Middle East', 'North America', 'Other']",
247,VSPGX,Large Growth,"The fund may not purchase securities of any issuer if, as a result, more than 5% of the fund’s total assets would be invested in that issuer’s securities; except as may be necessary to approximate the composition of its target index. This limitation does not apply to obligations of the U.S. government or its agencies or instrumentalities.",Equity,4,['North America'],"['Communication Services', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Information Technology', 'Materials', 'Real Estate', 'Utilities']"
248,VSTBX,Short-Term Bond,"This low-cost index fund invests in U.S. dollar-denominated, investment-grade, fixed-rate, taxable bonds issued by industrial, utility, and financial companies, with maturities between 1 and 5 years. Like other bond funds, one of the fund’s risks is that increases in interest rates cause the prices of the bonds in the portfolio to decrease; however, such risk is less pronounced in this fund than in funds with longer average durations. A key risk of the fund is the fact that changes in interest rates can eventually lead to a decrease in income for the fund. Investors with a short-term savings goal who are willing to accept some price movement may wish to consider this fund.",Fixed Income,1,['North America'],
249,BIV,Intermediate-Term Bond,"Seeks to track the investment return of the Bloomberg U.S. 5–10 Year Government/Credit Float Adjusted Index, a market-weighted bond index that covers investment-grade bonds with a dollar-weighted average maturity of 5 to 10 years.  Invests in U.S. government high-quality (investment grade) corporate and investment-grade international dollar-denominated bonds.  Passively managed, using index sampling. ",Fixed Income,2,['North America'],
250,VWOB,Emerging Markets Bond,"Attempts to track the performance of Bloomberg USD Emerging Markets Government RIC Capped Index.Provides a convenient way to get additional exposure to emerging market government bonds.Maintains a dollar-weighted average maturity consistent with that of the index.Passively managed, using index sampling.",Fixed Income,3,"['Emerging Markets', 'Europe', 'Middle East', 'North America', 'Other']",
251,VMBS,Intermediate Government,"Seeks to provide a moderate and sustainable level of current income.Invests primarily in U.S. agency mortgage-backed pass-through securities issued by Ginnie Mae (GNMA), Fannie Mae (FNMA), and Freddie Mac (FHLMC).Moderate interest rate risk, with a dollar-weighted average maturity of 3 to 10 years.",Fixed Income,2,['North America'],
252,VIVIX,Large Value,"This fund invests in stocks of large U.S. companies in market sectors that tend to grow at a slower pace than the broad market; these stocks may be temporarily undervalued by investors. This low-cost index fund follows a buy-and-hold approach, and invests in substantially all of the stocks contained within its broad benchmark. In addition to general stock market volatility, the fund’s primary risk comes from the fact that at times its focus on large-capitalization value stocks may underperform the broader stock market.",Equity,4,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
253,VSMPX,Large Blend,"Created in 1992, Vanguard Total Stock Market Index Fund is designed to provide investors with exposure to the entire U.S. equity market, including small-, mid-, and large-cap growth and value stocks. The fund’s key attributes are its low costs, broad diversification, and the potential for tax efficiency. Investors looking for a low-cost way to gain broad exposure to the U.S. stock market who are willing to accept the volatility that comes with stock market investing may wish to consider this fund as either a core equity holding or your only domestic stock fund.",Equity,4,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
254,VGSNX,Real Estate,"This fund invests in real estate investment trusts—companies that purchase office buildings, hotels, and other real estate property. REITs have often performed differently than stocks and bonds, so this fund may offer some diversification to a portfolio already made up of stocks and bonds. The fund may distribute dividend income higher than other funds, but it is not without risk. One of the fund’s primary risks is its narrow scope, since it invests solely within the real estate industry and may be more volatile than more broadly diversified stock funds.",Equity,4,['North America'],"['Data Center REITs', 'Diversified Real Estate Activities', 'Diversified REITs', 'Health Care REITs', 'Hotel & Resort REITs', 'Industrial REITs', 'Multi-Family Residential REITs', 'Office REITs', 'Other Specialized REITs', 'Real Estate Development', 'Real Estate Operating Companies', 'Real Estate Services', 'Retail REITs', 'Self-Storage REITs', 'Single-Family Residential REITs', 'Telecom Tower REITs', 'Timber REITs']"
255,VDIPX,Foreign Large Blend,"This index fund provides investors low-cost, diversified exposure to large-, mid-, and small-capitalization companies in developed markets outside of the United States.",Equity,5,"['Emerging Markets', 'Europe', 'Pacific', 'Middle East', 'North America', 'Other']",
256,VMVAX,Mid Value,"This low-cost index fund offers exposure to mid-capitalization U.S. value stocks. Value stocks are those that may be temporarily undervalued by investors. These companies typically grow at a slower pace than the broader group of mid-sized companies. One of the fund’s key risks is that mid-capitalization stocks tend to be more volatile than large-company stocks. Investors looking to add a passively managed, mid-cap value allocation to an already diversified portfolio may wish to consider this option.",Equity,5,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Utilities']"
257,VMGMX,Mid Growth,"This low-cost index fund offers exposure to the stocks of mid-capitalization U.S. growth-oriented companies, which tend to grow more quickly than the broader group of medium-sized companies. The fund seeks to track a growth-style index of medium-sized companies, whose stocks tend to be more volatile than large-company stocks. This potential volatility is one of the fund’s key risks. Investors looking to add a passively managed, mid-cap growth allocation to an already diversified portfolio may wish to consider this option.",Equity,5,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
258,VINIX,Large Blend,"Seeks to track the performance of the Standard & Poor’s 500 Index, which measures the investment return of large-capitalization stocks.  Follows a passively managed, full-replication approach.  Provides a convenient way to match the performance of a substantial portion of the nation’s largest stocks. ",Equity,4,['North America'],"['Communication Services', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Information Technology', 'Materials', 'Real Estate', 'Utilities']"
259,VAIGX,Foreign Large Growth,"The International Growth Fund focuses on non-U.S. companies with high growth potential. The fund employs an aggressive approach that attempts to capitalize on global economic expansion. For example, an attractive investment opportunity could be a non-U.S. consumer-products company that is experiencing rapid earnings growth. Because it invests in non-U.S. stocks, including those in developed and emerging markets, the fund can be more volatile than a domestic fund. Investors may wish to consider investing in this fund as a complement to an already diversified stock portfolio.",Equity,5,['North America'],
260,VTABX,World Bond,"This fund is designed to provide broad exposure to non-U.S. investment-grade bonds. The fund seeks to track the performance of an index that includes international government, agency, and corporate securities, mostly from developed countries, but also some emerging markets countries. Like other bond funds, the fund is subject to interest rate risk; increases in interest rates may cause the price of the bonds in the portfolio to decrease, reducing the fund’s NAV. Because it invests in non-U.S. bonds, the fund is also subject to additional risks, such as country/regional risk. The fund employs currency hedging strategies to protect against uncertainty in future exchange rates, so investment returns are expected to reflect the underlying performance of international bonds. Long-term investors who want to add an international position to their bond portfolio may wish to consider this fund as an option.",Fixed Income,2,"['Emerging Markets', 'Europe', 'Pacific', 'Middle East', 'North America', 'Other']",
261,VONE,Large Blend,"Invests in stocks in the Russell 1000 Index, a broadly diversified index made up of large U.S. companies.Seeks to closely track the index’s return, which is considered a gauge of large-cap growth U.S. stock returns.Offers high potential for investment growth; share value typically rises and falls more sharply than that of funds holding bonds.More appropriate for long-term goals where your money’s growth is essential.",Equity,4,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
262,VEA,Foreign Large Blend,"Seeks to track the investment performance of the FTSE Developed All Cap ex US Index.Provides a convenient way to match the performance of a diversified group of stocks of large-, mid-, and small-cap companies located in Canada and the major markets of Europe and the Pacific region.Follows a passively managed full-replication approach.",Equity,5,"['Emerging Markets', 'Europe', 'Pacific', 'Middle East', 'North America', 'Other']",
263,VMGRX,Mid Growth,"This actively managed, mid-capitalization option invests primarily in the stocks of mid-size domestic companies that the fund’s investment managers believe have stronger earnings and revenue growth prospects than the average mid-cap company. Investors who are seeking exposure to the mid-cap arena of the U.S. stock market and who are willing to endure the volatility that can come from an investment in stocks may wish to consider this fund as an option for their portfolio.",Equity,5,['North America'],"['Communication Services', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Information Technology', 'Materials', 'Real Estate']"
264,VOO,Large Blend,"Invests in stocks in the S&P 500 Index, representing 500 of the largest U.S. companies.Goal is to closely track the index’s return, which is considered a gauge of overall U.S. stock returns.Offers high potential for investment growth; share value rises and falls more sharply than that of funds holding bonds.More appropriate for long-term goals where your money’s growth is essential.",Equity,4,['North America'],"['Communication Services', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Information Technology', 'Materials', 'Real Estate', 'Utilities']"
265,VSGNX,Small Growth,"Invests in stocks in the S&P Small-Cap 600 Growth Index, composed of the growth companies in the S&P 600.Focuses on closely tracking the index’s return, which is considered a gauge of overall U.S. small-cap growth stock returns.Offers high potential for investment growth; share value rises and falls more sharply than that of funds holding bonds.More appropriate for long-term goals where your money’s growth is essential.",Equity,5,['North America'],"['Communication Services', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Information Technology', 'Materials', 'Real Estate', 'Utilities']"
266,VGENX,Equity Energy,"This actively managed fund offers investors low-cost exposure to U.S. and non-U.S. companies that are principally engaged in energy-related activities, such as production and transmission of energy or energy fuels, the making of component products for such activities, energy research, and energy conservation or pollution control. In addition, the fund may be invested up to 100% in foreign securities, which can be more volatile than domestic holdings. Returns may vary widely from year-to-year, so this fund may be considered complementary to a diversified portfolio with a long-term time horizon.",Equity,5,['North America'],"['Information Technology', 'Integrated Oil & Gas', 'Materials', 'Oil & Gas Equipment & Services', 'Oil & Gas Exploration & Production', 'Oil & Gas Refining & Marketing', 'Oil & Gas Storage & Transportation', 'Utilities']"
267,VHGEX,World Stock,"This fund invests in companies of various sizes from all over the globe, with the United States representing about 50% of its assets. The portfolio is made up of 500-plus stocks from more than 30 countries. The fund’s multi-manager approach—the fund uses two investment advisors that follow distinct investment approaches—can add additional diversification. In addition to stock market risk, however, the fund is also subject to currency risk and country risk. Long-term investors seeking global equity exposure and who are comfortable with the added volatility in international investing may wish to consider this fund.",Equity,5,"['Emerging Markets', 'Europe', 'Pacific', 'North America', 'Other']",
